"","x"
"4409","Cobs"
"4410","Doritos"
"4411","Grain"
"4412","Thins"
"4413","Kettle"
"4414","Kettle"
"4415","Doritos"
"4416","Thins"
"4417","Kettle"
"4418","Pringles"
"4419","Kettle"
"4420","Pringles"
"4421","Infuzions"
"4422","Kettle"
"4423","Pringles"
"4424","Smiths"
"4425","Pringles"
"4426","Thins"
"4427","Thins"
"4428","Kettle"
"4429","Infuzions"
"4430","Kettle"
"4431","Kettle"
"4432","Doritos"
"4433","Pringles"
"4434","Kettle"
"4435","Tostitos"
"4436","Doritos"
"4437","Thins"
"4438","Thins"
"4439","Pringles"
"4440","Grain"
"4441","Infzns"
"4442","Kettle"
"4443","Kettle"
"4444","Thins"
"4445","Grain"
"4446","Grain"
"4447","Pringles"
"4448","Dorito"
"4449","Infuzions"
"4450","Infuzions"
"4451","Pringles"
"4452","Kettle"
"4453","Pringles"
"4454","Pringles"
"4455","Cheezels"
"4456","Kettle"
"4457","Pringles"
"4458","Thins"
"4459","Doritos"
"4460","Cobs"
"4461","Cobs"
"4462","Doritos"
"4463","Cobs"
"4464","Kettle"
"4465","Pringles"
"4466","Tostitos"
"4467","Doritos"
"4468","Tyrrells"
"4469","Doritos"
"4470","Pringles"
"4471","Cobs"
"4472","Kettle"
"4473","Doritos"
"4474","Doritos"
"4475","Kettle"
"4476","Dorito"
"4477","Thins"
"4478","Grain"
"4479","Pringles"
"4480","Pringles"
"4481","Thins"
"4482","Kettle"
"4483","Doritos"
"4484","Kettle"
"4485","Kettle"
"4486","Doritos"
"4487","Twisties"
"4488","Doritos"
"4489","Infuzions"
"4490","Kettle"
"4491","Twisties"
"4492","Thins"
"4493","Kettle"
"4494","Pringles"
"4495","Doritos"
"4496","Doritos"
"4497","Doritos"
"4498","Pringles"
"4499","Dorito"
"4500","Pringles"
"4501","Kettle"
"4502","Tyrrells"
"4503","Kettle"
"4504","Grain"
"4505","Doritos"
"4506","Doritos"
"4507","Pringles"
"4508","Grain"
"4509","Grain"
"4510","Cheezels"
"4511","Thins"
"4512","Smiths"
"4513","Tostitos"
"4514","Twisties"
"4515","Doritos"
"4516","Infuzions"
"4517","Infuzions"
"4518","Kettle"
"4519","Dorito"
"4520","Tostitos"
"4521","Pringles"
"4522","Doritos"
"4523","Doritos"
"4524","Doritos"
"4525","Doritos"
"4526","Twisties"
"4527","Pringles"
"4528","Pringles"
"4529","Pringles"
"4530","Cobs"
"4531","Kettle"
"4532","Doritos"
"4533","Thins"
"4534","Tyrrells"
"4535","Kettle"
"4536","Tostitos"
"4537","Kettle"
"4538","Pringles"
"4539","Infuzions"
"4540","Kettle"
"4541","Pringles"
"4542","Cheezels"
"4543","Kettle"
"4544","Kettle"
"4545","Doritos"
"4546","Kettle"
"4547","Doritos"
"4548","Doritos"
"4549","Doritos"
"4550","Doritos"
"4551","Pringles"
"4552","Kettle"
"4553","Cobs"
"4554","Twisties"
"4555","Kettle"
"4556","Doritos"
"4557","Doritos"
"4558","Kettle"
"4559","Cobs"
"4560","Infuzions"
"4561","Doritos"
"4562","Pringles"
"4563","Kettle"
"4564","Smiths"
"4565","Kettle"
"4566","Dorito"
"4567","Kettle"
"4568","Pringles"
"4569","Thins"
"4570","Pringles"
"4571","Twisties"
"4572","Pringles"
"4573","Kettle"
"4574","Kettle"
"4575","Kettle"
"4576","Pringles"
"4577","Kettle"
"4578","Twisties"
"4579","Tostitos"
"4580","Tyrrells"
"4581","Doritos"
"4582","Infuzions"
"4583","Tyrrells"
"4584","Tyrrells"
"4585","Smiths"
"4586","Smiths"
"4587","Thins"
"4588","Pringles"
"4589","Kettle"
"4590","Kettle"
"4591","Smiths"
"4592","Pringles"
"4593","Pringles"
"4594","Kettle"
"4595","Infuzions"
"4596","Kettle"
"4597","Dorito"
"4598","Twisties"
"4599","Kettle"
"4600","Kettle"
"4601","Kettle"
"4602","Infuzions"
"4603","Infuzions"
"4604","Thins"
"4605","Kettle"
"4606","Kettle"
"4607","Smiths"
"4608","Twisties"
"4609","Twisties"
"4610","Grain"
"4611","Doritos"
"4612","Kettle"
"4613","Cobs"
"4614","Smiths"
"4615","Kettle"
"4616","Pringles"
"4617","Cheezels"
"4618","Kettle"
"4619","Doritos"
"4620","Tostitos"
"4621","Grain"
"4622","Pringles"
"4623","Kettle"
"4624","Thins"
"4625","Thins"
"4626","Grain"
"4627","RRD"
"4628","Natural"
"4629","Smiths"
"4630","Kettle"
"4631","Infuzions"
"4632","Kettle"
"4633","Thins"
"4634","Pringles"
"4635","Doritos"
"4636","CCs"
"4637","CCs"
"4638","WOOLWORTHS"
"4639","Pringles"
"4640","Dorito"
"4641","Smiths"
"4642","Pringles"
"4643","Smiths"
"4644","Tyrrells"
"4645","Kettle"
"4646","Doritos"
"4647","Twisties"
"4648","Cobs"
"4649","Thins"
"4650","Woolworths"
"4651","Kettle"
"4652","Doritos"
"4653","Tostitos"
"4654","Pringles"
"4655","Thins"
"4656","Twisties"
"4657","Doritos"
"4658","Kettle"
"4659","Kettle"
"4660","RRD"
"4661","Kettle"
"4662","Red"
"4663","Tostitos"
"4664","Snbts"
"4665","Thins"
"4666","Infuzions"
"4667","RRD"
"4668","Smiths"
"4669","Grain"
"4670","Infuzions"
"4671","Cheetos"
"4672","CCs"
"4673","Smiths"
"4674","Kettle"
"4675","Kettle"
"4676","Infuzions"
"4677","CCs"
"4678","RRD"
"4679","Cheetos"
"4680","Natural"
"4681","WOOLWORTHS"
"4682","RRD"
"4683","Kettle"
"4684","Cheezels"
"4685","Pringles"
"4686","Thins"
"4687","Tostitos"
"4688","Tyrrells"
"4689","Smiths"
"4690","Grain"
"4691","Doritos"
"4692","Grain"
"4693","RRD"
"4694","Kettle"
"4695","Tyrrells"
"4696","Thins"
"4697","RRD"
"4698","Kettle"
"4699","Smiths"
"4700","Doritos"
"4701","Thins"
"4702","Dorito"
"4703","GrnWves"
"4704","Cobs"
"4705","Doritos"
"4706","Kettle"
"4707","Tostitos"
"4708","Smiths"
"4709","Smiths"
"4710","Kettle"
"4711","Pringles"
"4712","Dorito"
"4713","WOOLWORTHS"
"4714","Kettle"
"4715","Smiths"
"4716","Smiths"
"4717","Smiths"
"4718","Grain"
"4719","Doritos"
"4720","CCs"
"4721","Thins"
"4722","Kettle"
"4723","Kettle"
"4724","Kettle"
"4725","Pringles"
"4726","Pringles"
"4727","Cheezels"
"4728","Doritos"
"4729","Infuzions"
"4730","CCs"
"4731","Kettle"
"4732","Thins"
"4733","Pringles"
"4734","RRD"
"4735","Twisties"
"4736","Sunbites"
"4737","Natural"
"4738","Pringles"
"4739","Infuzions"
"4740","Tyrrells"
"4741","Tostitos"
"4742","Pringles"
"4743","Cheetos"
"4744","Twisties"
"4745","Thins"
"4746","Kettle"
"4747","Twisties"
"4748","Twisties"
"4749","Burger"
"4750","Kettle"
"4751","RRD"
"4752","Kettle"
"4753","Infzns"
"4754","Doritos"
"4755","Kettle"
"4756","Natural"
"4757","Smiths"
"4758","Cobs"
"4759","Cobs"
"4760","Doritos"
"4761","WOOLWORTHS"
"4762","Smith"
"4763","Doritos"
"4764","WOOLWORTHS"
"4765","Pringles"
"4766","Smiths"
"4767","Cobs"
"4768","Cobs"
"4769","Cheetos"
"4770","Smiths"
"4771","Burger"
"4772","Pringles"
"4773","Thins"
"4774","Doritos"
"4775","Pringles"
"4776","Kettle"
"4777","Cobs"
"4778","Grain"
"4779","Kettle"
"4780","Pringles"
"4781","Kettle"
"4782","Doritos"
"4783","Doritos"
"4784","Kettle"
"4785","Thins"
"4786","Tostitos"
"4787","Thins"
"4788","Pringles"
"4789","Tyrrells"
"4790","Kettle"
"4791","Kettle"
"4792","Pringles"
"4793","Kettle"
"4794","Infuzions"
"4795","Cobs"
"4796","Pringles"
"4797","Kettle"
"4798","Tostitos"
"4799","Kettle"
"4800","Doritos"
"4801","Kettle"
"4802","Tyrrells"
"4803","Kettle"
"4804","Twisties"
"4805","Pringles"
"4806","Cheezels"
"4807","Thins"
"4808","Grain"
"4809","Cobs"
"4810","Grain"
"4811","Cobs"
"4812","Kettle"
"4813","Thins"
"4814","Kettle"
"4815","Pringles"
"4816","Doritos"
"4817","Kettle"
"4818","Pringles"
"4819","Twisties"
"4820","Cobs"
"4821","Thins"
"4822","Kettle"
"4823","Doritos"
"4824","Kettle"
"4825","Cheezels"
"4826","Twisties"
"4827","Cobs"
"4828","Cobs"
"4829","Grain"
"4830","Kettle"
"4831","Pringles"
"4832","Tyrrells"
"4833","Smiths"
"4834","Pringles"
"4835","Thins"
"4836","Doritos"
"4837","Tostitos"
"4838","Doritos"
"4839","Cheezels"
"4840","Kettle"
"4841","Grain"
"4842","Pringles"
"4843","Smiths"
"4844","Twisties"
"4845","Tostitos"
"4846","Doritos"
"4847","Doritos"
"4848","Twisties"
"4849","Twisties"
"4850","Dorito"
"4851","Thins"
"4852","Kettle"
"4853","Doritos"
"4854","Tyrrells"
"4855","Thins"
"4856","Pringles"
"4857","Cheezels"
"4858","Cobs"
"4859","Pringles"
"4860","Pringles"
"4861","Kettle"
"4862","Tyrrells"
"4863","Grain"
"4864","Kettle"
"4865","Grain"
"4866","Smiths"
"4867","Cobs"
"4868","Kettle"
"4869","Kettle"
"4870","Kettle"
"4871","Kettle"
"4872","Kettle"
"4873","Infuzions"
"4874","Tostitos"
"4875","Pringles"
"4876","Kettle"
"4877","Tostitos"
"4878","Doritos"
"4879","Tyrrells"
"4880","Kettle"
"4881","Tyrrells"
"4882","Kettle"
"4883","Infuzions"
"4884","Kettle"
"4885","Pringles"
"4886","Infuzions"
"4887","Doritos"
"4888","Smiths"
"4889","Doritos"
"4890","Kettle"
"4891","Infuzions"
"4892","Infuzions"
"4893","Pringles"
"4894","Grain"
"4895","Smiths"
"4896","Pringles"
"4897","Infuzions"
"4898","Doritos"
"4899","Thins"
"4900","Kettle"
"4901","Cobs"
"4902","Infuzions"
"4903","Doritos"
"4904","Pringles"
"4905","Tostitos"
"4906","Pringles"
"4907","Doritos"
"4908","Cobs"
"4909","Pringles"
"4910","Grain"
"4911","Kettle"
"4912","Smiths"
"4913","Infuzions"
"4914","Grain"
"4915","Kettle"
"4916","Twisties"
"4917","Kettle"
"4918","Smiths"
"4919","Kettle"
"4920","Pringles"
"4921","Tyrrells"
"4922","Tostitos"
"4923","Kettle"
"4924","Twisties"
"4925","Twisties"
"4926","Twisties"
"4927","Kettle"
"4928","Kettle"
"4929","Thins"
"4930","Cobs"
"4931","Kettle"
"4932","Twisties"
"4933","Kettle"
"4934","Tyrrells"
"4935","Tostitos"
"4936","Grain"
"4937","Pringles"
"4938","Kettle"
"4939","Pringles"
"4940","Dorito"
"4941","Kettle"
"4942","Kettle"
"4943","Cobs"
"4944","Doritos"
"4945","Pringles"
"4946","Infuzions"
"4947","Pringles"
"4948","Infzns"
"4949","Cobs"
"4950","Twisties"
"4951","Kettle"
"4952","Dorito"
"4953","Kettle"
"4954","Infuzions"
"4955","Doritos"
"4956","Doritos"
"4957","Twisties"
"4958","Grain"
"4959","Doritos"
"4960","Doritos"
"4961","Twisties"
"4962","Pringles"
"4963","Cheezels"
"4964","Infuzions"
"4965","Kettle"
"4966","Pringles"
"4967","Twisties"
"4968","Cobs"
"4969","Smiths"
"4970","Cheezels"
"4971","Infzns"
"4972","Pringles"
"4973","Grain"
"4974","Kettle"
"4975","Tostitos"
"4976","Dorito"
"4977","Kettle"
"4978","Doritos"
"4979","Thins"
"4980","Doritos"
"4981","Kettle"
"4982","Pringles"
"4983","Doritos"
"4984","Twisties"
"4985","Kettle"
"4986","Twisties"
"4987","Tyrrells"
"4988","Kettle"
"4989","Tostitos"
"4990","Tyrrells"
"4991","Pringles"
"4992","Kettle"
"4993","Doritos"
"4994","Cobs"
"4995","Twisties"
"4996","Thins"
"4997","Doritos"
"4998","Tostitos"
"4999","Dorito"
"5000","Kettle"
"5001","Thins"
"5002","Pringles"
"5003","Doritos"
"5004","Dorito"
"5005","Infzns"
"5006","Doritos"
"5007","Kettle"
"5008","Cheezels"
"5009","Grain"
"5010","Kettle"
"5011","Tyrrells"
"5012","Kettle"
"5013","Smiths"
"5014","Kettle"
"5015","Twisties"
"5016","Tostitos"
"5017","Dorito"
"5018","Doritos"
"5019","Infuzions"
"5020","Kettle"
"5021","Doritos"
"5022","Grain"
"5023","Doritos"
"5024","Tyrrells"
"5025","Cobs"
"5026","Kettle"
"5027","Thins"
"5028","Pringles"
"5029","Tyrrells"
"5030","Infzns"
"5031","Pringles"
"5032","Infzns"
"5033","Kettle"
"5034","Kettle"
"5035","Kettle"
"5036","Tyrrells"
"5037","Thins"
"5038","Twisties"
"5039","Kettle"
"5040","Smiths"
"5041","Pringles"
"5042","Pringles"
"5043","Infuzions"
"5044","Tostitos"
"5045","Thins"
"5046","Pringles"
"5047","Kettle"
"5048","Pringles"
"5049","Smiths"
"5050","Doritos"
"5051","Cobs"
"5052","Twisties"
"5053","Doritos"
"5054","Twisties"
"5055","Grain"
"5056","Kettle"
"5057","Twisties"
"5058","Pringles"
"5059","Kettle"
"5060","Pringles"
"5061","Thins"
"5062","Kettle"
"5063","Kettle"
"5064","Twisties"
"5065","Doritos"
"5066","Kettle"
"5067","Tostitos"
"5068","Tostitos"
"5069","Pringles"
"5070","Infuzions"
"5071","Grain"
"5072","Infzns"
"5073","Dorito"
"5074","Kettle"
"5075","Twisties"
"5076","Kettle"
"5077","Smiths"
"5078","Twisties"
"5079","Dorito"
"5080","Grain"
"5081","Pringles"
"5082","Kettle"
"5083","Kettle"
"5084","Infuzions"
"5085","Pringles"
"5086","Grain"
"5087","Kettle"
"5088","Doritos"
"5089","Infuzions"
"5090","Kettle"
"5091","Infuzions"
"5092","Kettle"
"5093","Kettle"
"5094","Pringles"
"5095","Kettle"
"5096","Pringles"
"5097","WOOLWORTHS"
"5098","RRD"
"5099","Doritos"
"5100","Smiths"
"5101","Tyrrells"
"5102","Tostitos"
"5103","Snbts"
"5104","Tostitos"
"5105","Smiths"
"5106","Pringles"
"5107","Doritos"
"5108","Pringles"
"5109","Sunbites"
"5110","RRD"
"5111","Kettle"
"5112","French"
"5113","Smith"
"5114","Infuzions"
"5115","Natural"
"5116","Smiths"
"5117","Smiths"
"5118","Kettle"
"5119","Grain"
"5120","Smiths"
"5121","Twisties"
"5122","Smiths"
"5123","WOOLWORTHS"
"5124","Smiths"
"5125","Burger"
"5126","Kettle"
"5127","Thins"
"5128","WOOLWORTHS"
"5129","Smiths"
"5130","Kettle"
"5131","Kettle"
"5132","Infuzions"
"5133","WOOLWORTHS"
"5134","Pringles"
"5135","WOOLWORTHS"
"5136","French"
"5137","Kettle"
"5138","Smiths"
"5139","Doritos"
"5140","Natural"
"5141","Kettle"
"5142","Doritos"
"5143","Kettle"
"5144","Kettle"
"5145","Thins"
"5146","Smiths"
"5147","Doritos"
"5148","Doritos"
"5149","Pringles"
"5150","Doritos"
"5151","Kettle"
"5152","Tostitos"
"5153","Kettle"
"5154","Kettle"
"5155","Doritos"
"5156","Doritos"
"5157","Thins"
"5158","Infuzions"
"5159","Twisties"
"5160","Doritos"
"5161","Pringles"
"5162","Cheezels"
"5163","Kettle"
"5164","Twisties"
"5165","Tostitos"
"5166","Kettle"
"5167","Cobs"
"5168","Smiths"
"5169","Kettle"
"5170","Thins"
"5171","Doritos"
"5172","Pringles"
"5173","Tyrrells"
"5174","Tyrrells"
"5175","Kettle"
"5176","Infuzions"
"5177","Smiths"
"5178","Pringles"
"5179","Twisties"
"5180","Kettle"
"5181","Kettle"
"5182","Kettle"
"5183","Kettle"
"5184","Doritos"
"5185","Infzns"
"5186","Cobs"
"5187","Tostitos"
"5188","Kettle"
"5189","Pringles"
"5190","Kettle"
"5191","Kettle"
"5192","Cheezels"
"5193","Twisties"
"5194","Cobs"
"5195","Doritos"
"5196","Kettle"
"5197","Kettle"
"5198","Smiths"
"5199","Kettle"
"5200","Infuzions"
"5201","Infzns"
"5202","Grain"
"5203","Thins"
"5204","Tostitos"
"5205","Kettle"
"5206","Kettle"
"5207","Cheezels"
"5208","Doritos"
"5209","Pringles"
"5210","NATURAL"
"5211","Thins"
"5212","Dorito"
"5213","RRD"
"5214","CCs"
"5215","RRD"
"5216","Smiths"
"5217","WOOLWORTHS"
"5218","Burger"
"5219","Smiths"
"5220","Smiths"
"5221","Pringles"
"5222","Cheetos"
"5223","GrnWves"
"5224","Smiths"
"5225","Infuzions"
"5226","CCs"
"5227","Smiths"
"5228","Smiths"
"5229","Twisties"
"5230","Pringles"
"5231","Dorito"
"5232","Doritos"
"5233","Tostitos"
"5234","Natural"
"5235","Pringles"
"5236","NATURAL"
"5237","Infuzions"
"5238","Doritos"
"5239","Tostitos"
"5240","RRD"
"5241","Smith"
"5242","Doritos"
"5243","Tostitos"
"5244","Smiths"
"5245","Smiths"
"5246","Smiths"
"5247","Cheezels"
"5248","Kettle"
"5249","Grain"
"5250","Kettle"
"5251","Dorito"
"5252","Cobs"
"5253","Smiths"
"5254","Twisties"
"5255","Infuzions"
"5256","Smiths"
"5257","Doritos"
"5258","Thins"
"5259","Smiths"
"5260","Thins"
"5261","Dorito"
"5262","Tostitos"
"5263","Grain"
"5264","Snbts"
"5265","Infzns"
"5266","Pringles"
"5267","Kettle"
"5268","Pringles"
"5269","Twisties"
"5270","Pringles"
"5271","Kettle"
"5272","Kettle"
"5273","Cheezels"
"5274","Red"
"5275","Infuzions"
"5276","Doritos"
"5277","Woolworths"
"5278","Smiths"
"5279","Cobs"
"5280","Smiths"
"5281","GrnWves"
"5282","Tyrrells"
"5283","Pringles"
"5284","Thins"
"5285","Tostitos"
"5286","Red"
"5287","Doritos"
"5288","Red"
"5289","RRD"
"5290","Pringles"
"5291","Infuzions"
"5292","NATURAL"
"5293","Snbts"
"5294","Kettle"
"5295","Pringles"
"5296","Pringles"
"5297","RRD"
"5298","Pringles"
"5299","Smith"
"5300","Natural"
"5301","Kettle"
"5302","Thins"
"5303","Tyrrells"
"5304","Kettle"
"5305","Doritos"
"5306","Doritos"
"5307","Pringles"
"5308","Infuzions"
"5309","Kettle"
"5310","RRD"
"5311","Kettle"
"5312","CCs"
"5313","Cobs"
"5314","Tyrrells"
"5315","Thins"
"5316","Twisties"
"5317","Doritos"
"5318","RRD"
"5319","Smiths"
"5320","WOOLWORTHS"
"5321","Smiths"
"5322","Cobs"
"5323","Natural"
"5324","RRD"
"5325","Tostitos"
"5326","Dorito"
"5327","Cheetos"
"5328","Tyrrells"
"5329","Woolworths"
"5330","NATURAL"
"5331","Kettle"
"5332","Smiths"
"5333","Twisties"
"5334","Smiths"
"5335","NATURAL"
"5336","RRD"
"5337","Doritos"
"5338","RRD"
"5339","Thins"
"5340","Doritos"
"5341","Doritos"
"5342","Smiths"
"5343","Kettle"
"5344","Pringles"
"5345","Pringles"
"5346","Kettle"
"5347","RRD"
"5348","GrnWves"
"5349","Snbts"
"5350","Snbts"
"5351","Cheezels"
"5352","Doritos"
"5353","Red"
"5354","Doritos"
"5355","Red"
"5356","Smiths"
"5357","Pringles"
"5358","Infuzions"
"5359","Doritos"
"5360","RRD"
"5361","Pringles"
"5362","Pringles"
"5363","Kettle"
"5364","Tyrrells"
"5365","Smiths"
"5366","Natural"
"5367","Tyrrells"
"5368","Kettle"
"5369","Smiths"
"5370","RRD"
"5371","Doritos"
"5372","Kettle"
"5373","Infuzions"
"5374","Kettle"
"5375","French"
"5376","Kettle"
"5377","Infuzions"
"5378","Red"
"5379","Smiths"
"5380","Smiths"
"5381","RRD"
"5382","Dorito"
"5383","Smiths"
"5384","Kettle"
"5385","Thins"
"5386","WOOLWORTHS"
"5387","Smiths"
"5388","Kettle"
"5389","Kettle"
"5390","Doritos"
"5391","Smiths"
"5392","Red"
"5393","Natural"
"5394","RRD"
"5395","WOOLWORTHS"
"5396","Red"
"5397","Pringles"
"5398","Cobs"
"5399","WOOLWORTHS"
"5400","WOOLWORTHS"
"5401","Grain"
"5402","Red"
"5403","Kettle"
"5404","Infzns"
"5405","Twisties"
"5406","Twisties"
"5407","Smiths"
"5408","Smiths"
"5409","Smiths"
"5410","Burger"
"5411","Cheezels"
"5412","Smith"
"5413","Kettle"
"5414","Twisties"
"5415","Tyrrells"
"5416","Kettle"
"5417","Doritos"
"5418","WOOLWORTHS"
"5419","WOOLWORTHS"
"5420","Kettle"
"5421","Doritos"
"5422","Kettle"
"5423","CCs"
"5424","Red"
"5425","Smiths"
"5426","Infuzions"
"5427","Doritos"
"5428","Kettle"
"5429","Smiths"
"5430","Cheezels"
"5431","Kettle"
"5432","Infuzions"
"5433","Doritos"
"5434","Smiths"
"5435","Smiths"
"5436","Natural"
"5437","Smiths"
"5438","Kettle"
"5439","Thins"
"5440","Smiths"
"5441","Doritos"
"5442","Tyrrells"
"5443","Natural"
"5444","Smiths"
"5445","Grain"
"5446","WOOLWORTHS"
"5447","Doritos"
"5448","Kettle"
"5449","Kettle"
"5450","Kettle"
"5451","Twisties"
"5452","Tyrrells"
"5453","Thins"
"5454","Pringles"
"5455","Doritos"
"5456","Thins"
"5457","Smiths"
"5458","Doritos"
"5459","Doritos"
"5460","Pringles"
"5461","Grain"
"5462","Cobs"
"5463","Twisties"
"5464","Cobs"
"5465","Pringles"
"5466","Twisties"
"5467","Infuzions"
"5468","Smiths"
"5469","Tyrrells"
"5470","Thins"
"5471","Kettle"
"5472","Smiths"
"5473","Tostitos"
"5474","Twisties"
"5475","Cobs"
"5476","Pringles"
"5477","Doritos"
"5478","Doritos"
"5479","Pringles"
"5480","Smiths"
"5481","Doritos"
"5482","Pringles"
"5483","Smiths"
"5484","Doritos"
"5485","Thins"
"5486","Tostitos"
"5487","Kettle"
"5488","Doritos"
"5489","Kettle"
"5490","Kettle"
"5491","Pringles"
"5492","Twisties"
"5493","Pringles"
"5494","Twisties"
"5495","Doritos"
"5496","Kettle"
"5497","Tyrrells"
"5498","Infuzions"
"5499","Pringles"
"5500","Doritos"
"5501","Kettle"
"5502","Cobs"
"5503","Tyrrells"
"5504","Kettle"
"5505","Kettle"
"5506","Pringles"
"5507","Doritos"
"5508","Kettle"
"5509","Smiths"
"5510","Thins"
"5511","Doritos"
"5512","Kettle"
"5513","Tostitos"
"5514","Pringles"
"5515","Thins"
"5516","Pringles"
"5517","Smiths"
"5518","Pringles"
"5519","Grain"
"5520","Infuzions"
"5521","Tyrrells"
"5522","Doritos"
"5523","Grain"
"5524","Pringles"
"5525","Kettle"
"5526","Pringles"
"5527","Pringles"
"5528","Kettle"
"5529","Tostitos"
"5530","Infuzions"
"5531","Twisties"
"5532","Cobs"
"5533","Kettle"
"5534","Smiths"
"5535","Pringles"
"5536","Pringles"
"5537","Pringles"
"5538","Doritos"
"5539","Thins"
"5540","Infuzions"
"5541","Kettle"
"5542","Pringles"
"5543","Cheezels"
"5544","Kettle"
"5545","Infuzions"
"5546","Pringles"
"5547","Doritos"
"5548","Doritos"
"5549","Kettle"
"5550","Infzns"
"5551","Thins"
"5552","Kettle"
"5553","Infzns"
"5554","Thins"
"5555","Infuzions"
"5556","Infuzions"
"5557","Kettle"
"5558","Pringles"
"5559","Doritos"
"5560","Kettle"
"5561","Smiths"
"5562","Tyrrells"
"5563","Tostitos"
"5564","Thins"
"5565","Smiths"
"5566","Smiths"
"5567","Pringles"
"5568","Tyrrells"
"5569","Kettle"
"5570","Thins"
"5571","Twisties"
"5572","Kettle"
"5573","Doritos"
"5574","Thins"
"5575","Doritos"
"5576","Tyrrells"
"5577","Kettle"
"5578","Doritos"
"5579","Grain"
"5580","Tostitos"
"5581","Smiths"
"5582","Kettle"
"5583","Thins"
"5584","Grain"
"5585","Infuzions"
"5586","Smiths"
"5587","Grain"
"5588","Cheezels"
"5589","Kettle"
"5590","Cobs"
"5591","Pringles"
"5592","Cheezels"
"5593","Doritos"
"5594","Kettle"
"5595","Doritos"
"5596","Tostitos"
"5597","Grain"
"5598","Natural"
"5599","Smiths"
"5600","Smiths"
"5601","Thins"
"5602","Pringles"
"5603","Pringles"
"5604","RRD"
"5605","Doritos"
"5606","Doritos"
"5607","Thins"
"5608","Doritos"
"5609","Smiths"
"5610","Pringles"
"5611","Kettle"
"5612","RRD"
"5613","Twisties"
"5614","Twisties"
"5615","CCs"
"5616","Red"
"5617","Doritos"
"5618","Smiths"
"5619","Kettle"
"5620","Smiths"
"5621","Cheetos"
"5622","Tostitos"
"5623","Infuzions"
"5624","Kettle"
"5625","Twisties"
"5626","Doritos"
"5627","Pringles"
"5628","Kettle"
"5629","Tostitos"
"5630","Kettle"
"5631","Natural"
"5632","Kettle"
"5633","Doritos"
"5634","Twisties"
"5635","Kettle"
"5636","Thins"
"5637","Smiths"
"5638","Kettle"
"5639","Kettle"
"5640","Smiths"
"5641","Tostitos"
"5642","Kettle"
"5643","Tostitos"
"5644","Cheezels"
"5645","Kettle"
"5646","Pringles"
"5647","Smiths"
"5648","Smiths"
"5649","Kettle"
"5650","Cobs"
"5651","Red"
"5652","Kettle"
"5653","Tyrrells"
"5654","RRD"
"5655","Natural"
"5656","Pringles"
"5657","Smiths"
"5658","Kettle"
"5659","Tyrrells"
"5660","RRD"
"5661","Doritos"
"5662","Smiths"
"5663","Smiths"
"5664","Kettle"
"5665","Red"
"5666","Grain"
"5667","Kettle"
"5668","Doritos"
"5669","NATURAL"
"5670","Doritos"
"5671","RRD"
"5672","Cobs"
"5673","Pringles"
"5674","Cobs"
"5675","Infuzions"
"5676","Snbts"
"5677","Grain"
"5678","Smith"
"5679","Kettle"
"5680","Infzns"
"5681","Doritos"
"5682","Kettle"
"5683","Kettle"
"5684","Pringles"
"5685","Kettle"
"5686","Tyrrells"
"5687","Twisties"
"5688","Doritos"
"5689","Pringles"
"5690","Thins"
"5691","Smiths"
"5692","Doritos"
"5693","Kettle"
"5694","Pringles"
"5695","Smiths"
"5696","Twisties"
"5697","Cobs"
"5698","Doritos"
"5699","Pringles"
"5700","Kettle"
"5701","Kettle"
"5702","Smiths"
"5703","Smiths"
"5704","Thins"
"5705","Cheetos"
"5706","Doritos"
"5707","Pringles"
"5708","Infzns"
"5709","Doritos"
"5710","Kettle"
"5711","WOOLWORTHS"
"5712","Doritos"
"5713","Doritos"
"5714","Kettle"
"5715","Pringles"
"5716","Infuzions"
"5717","Doritos"
"5718","Pringles"
"5719","Grain"
"5720","Smiths"
"5721","Kettle"
"5722","Grain"
"5723","Twisties"
"5724","Twisties"
"5725","Cobs"
"5726","Twisties"
"5727","Thins"
"5728","Tyrrells"
"5729","Infuzions"
"5730","Doritos"
"5731","Grain"
"5732","Doritos"
"5733","Pringles"
"5734","Kettle"
"5735","Twisties"
"5736","Pringles"
"5737","Pringles"
"5738","Doritos"
"5739","Cobs"
"5740","Kettle"
"5741","Doritos"
"5742","Cheezels"
"5743","Thins"
"5744","Kettle"
"5745","Kettle"
"5746","Kettle"
"5747","Grain"
"5748","Doritos"
"5749","Kettle"
"5750","Pringles"
"5751","Cobs"
"5752","Thins"
"5753","Doritos"
"5754","Tostitos"
"5755","Cheezels"
"5756","Kettle"
"5757","Pringles"
"5758","Kettle"
"5759","Tostitos"
"5760","Pringles"
"5761","Kettle"
"5762","Doritos"
"5763","Pringles"
"5764","Cheezels"
"5765","Kettle"
"5766","Smiths"
"5767","Tostitos"
"5768","Cobs"
"5769","Doritos"
"5770","Grain"
"5771","Kettle"
"5772","Thins"
"5773","Smiths"
"5774","Pringles"
"5775","Kettle"
"5776","Kettle"
"5777","Kettle"
"5778","Cobs"
"5779","Kettle"
"5780","Tostitos"
"5781","Kettle"
"5782","Doritos"
"5783","Doritos"
"5784","Doritos"
"5785","Thins"
"5786","Kettle"
"5787","Doritos"
"5788","Thins"
"5789","Kettle"
"5790","Twisties"
"5791","Twisties"
"5792","French"
"5793","Doritos"
"5794","Pringles"
"5795","Kettle"
